tax_level,name,domain,Z_score,nt_rpm,nt_contigs,nt_alignment_length,nr_rpm,nr_contigs,known_pathogen
1,Anaerostipes caccae,bacteria,100,50.56323685037214,2,100.865,18.714964288774105,1,0
1,uncultured bacterium,bacteria,100,31853.19755220035,343,532.327,2118.730957113321,35,0
1,uncultured organism,,100,4202.330314596838,101,339.83,49.90657143673095,4,0
1,butyrate-producing bacterium SS3/4,bacteria,100,1523.7920923543968,25,306.046,20.028295116056498,1,0
1,uncultured prokaryote,,100,727.9136110212665,11,400.243,100.14147558028249,9,0
1,uncultured Caudovirales phage,viruses,100,74.20319174145523,7,404.274,20.356627822877098,2,0
1,Clostridiales bacterium,bacteria,100,47.27990978216616,3,111.065,40.713255645754195,3,0
1,uncultured bacterium Ad_113_I18_contig2,bacteria,100,25.60995113200667,1,228.774,37.101595870727614,3,0
1,[Ruminococcus] torques,bacteria,100,22818.138125911122,1110,521.412,7395.365888427157,578,0
1,[Ruminococcus] gnavus,bacteria,100,623.8321429591368,29,197.923,1128.4795133423966,69,0
1,Faecalibacterium prausnitzii,bacteria,100,14706.67860390824,804,241.186,11459.139800745703,763,0
1,Blautia obeum,bacteria,100,12479.597853544123,749,153.449,7085.419813188512,441,0
1,Blautia sp. SC05B48,bacteria,100,1914.8363461777294,96,171.656,30.534941734315645,2,0
1,Blautia producta,bacteria,100,261.35283462919625,18,182.712,61.72654888227249,2,0
1,Blautia hansenii,bacteria,100,177.9563270967643,13,212.512,53.18989850493693,2,0
1,Blautia argi,bacteria,100,137.2430714510101,10,143.542,12.804975566003336,1,0
1,Bacteroides uniformis,bacteria,100,5804.922256588178,71,1186.58,3424.5101321388406,52,0
1,Bacteroides xylanisolvens,bacteria,100,3099.789085093269,30,1189.66,1592.0852953730814,205,0
1,Bacteroides ovatus,bacteria,100,721.3469568848545,23,409.44,3702.936267522708,95,0
1,Bacteroides thetaiotaomicron,bacteria,100,3448.806752443565,60,2041.28,684.5736937209475,31,0
1,Bacteroides fragilis,bacteria,100,2179.144175168311,86,1568.89,1688.2867784715168,36,0
1,Bacteroides cellulosilyticus,bacteria,100,1047.7096674645293,12,140.167,378.23927825732926,13,0
1,Bacteroides zoogleoformans,bacteria,100,789.640159903539,12,657.059,174.34466732173772,2,0
1,Bacteroides helcogenes,bacteria,100,87.00816730745856,4,75.9944,603.4755151362598,2,0
1,Bacteroides caccae,bacteria,100,70.59153196642865,2,172.73,362.15097562311996,11,0
1,Bacteroides sp. CBA7301,bacteria,100,262.9944981632993,5,111.205,21.66995865015949,2,0
1,Bacteroides heparinolyticus,bacteria,100,197.3279567991796,5,569.372,15.103304513747524,3,0
1,Bacteroides intestinalis,bacteria,100,82.41150941197019,4,93.8644,31.848272561598037,4,0
1,Ligilactobacillus ruminis,bacteria,100,4779.210880480629,340,145.273,4083.4738747277815,339,0
1,Ligilactobacillus agilis,bacteria,100,12.476642859182737,2,212.462,26.266616545647867,2,0
1,Bifidobacterium pseudocatenulatum,bacteria,100,4342.856713116054,146,112.824,2898.521135812242,133,0
1,Bifidobacterium catenulatum,bacteria,100,1005.3547482846722,22,104.227,310.27440794546544,15,0
1,Bifidobacterium adolescentis,bacteria,100,179.5979906308673,3,89.3325,301.7377575681299,6,0
1,Bifidobacterium longum,bacteria,100,257.4128421473491,7,138.146,206.84960529697696,11,0
1,Bifidobacterium breve,bacteria,100,86.35150189381736,1,85.098,46.95157707534556,2,0
1,Coprococcus catus,bacteria,100,4043.4172844956684,174,139.277,1963.7579194939988,97,0
1,Haemophilus parainfluenzae,bacteria,100,3490.8333389166014,195,132.301,2171.5925229114373,149,1
1,Haemophilus parahaemolyticus,bacteria,100,631.7121279228312,16,134.813,419.2808666099041,10,0
1,Haemophilus influenzae,bacteria,100,116.5581109213124,8,136.446,200.6112838673856,9,1
1,Haemophilus haemolyticus,bacteria,100,59.4282199345283,1,108.276,113.93144926674762,5,0
1,Ruminococcus bicirculans,bacteria,100,39.7282575252924,1,215.542,32.83327068205983,2,0
1,Dialister hominis,bacteria,100,988.9381129436422,130,555.79,30.534941734315645,6,0
1,Dialister massiliensis,bacteria,100,353.2859925389638,29,233.525,51.54823497083394,11,0
1,Phocaeicola dorei,bacteria,100,3162.1722993891826,66,1668.61,368.06096434589074,28,0
1,Phocaeicola vulgatus,bacteria,100,2041.901103717301,12,1403.94,1340.2541092416825,61,0
1,Anaerobutyricum hallii,bacteria,100,3073.8508012544416,147,151.691,991.8931073050276,61,0
1,Butyricimonas faecalis,bacteria,100,3223.5705155646347,28,1769.44,260.6961692155551,11,0
1,Alistipes indistinctus,bacteria,100,792.2668215581037,5,1813.48,452.1141372919639,1,0
1,Alistipes onderdonkii,bacteria,100,106.37979700987385,1,214.018,131.66141543505992,3,0
1,Alistipes shahii,bacteria,100,67.96487031186386,1,340.597,92.91815603022933,3,0
1,Roseburia intestinalis,bacteria,100,1531.01541190445,86,189.569,522.0490038447514,37,0
1,Roseburia inulinivorans,bacteria,100,43.99658271396018,2,131.911,1889.226395045723,130,0
1,Roseburia hominis,bacteria,100,426.17585345313665,31,145.493,158.584697394349,12,0
1,[Eubacterium] rectale,bacteria,100,901.2732802225424,52,170.516,1076.9312783715625,67,0
1,Lachnospiraceae bacterium,bacteria,100,540.1073027198843,21,119.999,175.98633085584072,20,0
1,Clostridioides difficile,bacteria,100,380.8659399118941,13,133.978,1280.4975566003336,47,1
1,uncultured Clostridium sp.,bacteria,100,15.103304513747524,1,265.306,1361.924067891842,58,0
1,Clostridium sp. SY8519,bacteria,100,146.76471994880745,10,259.981,36.11659775026582,2,0
1,Clostridium perfringens,bacteria,100,23.311622184262482,3,98.1731,23.96828759790368,3,1
1,Campylobacter sp. CGEMS,bacteria,100,608.0721730317481,24,143.468,509.9006936923892,25,0
1,Odoribacter splanchnicus,bacteria,100,638.9354474728843,25,769.903,407.13255645754197,11,0
1,Acidaminococcus fermentans,bacteria,100,520.0790076038278,10,1481.2,442.92082150098713,3,0
1,Acidaminococcus intestini,bacteria,100,129.03475378049515,7,197.762,20.356627822877098,1,0
1,Parabacteroides distasonis,bacteria,100,556.8522707677348,11,960.196,399.58090420066816,27,0
1,Eubacterium limosum,bacteria,100,47.27990978216616,7,186.426,10.506646618259147,1,0
1,Enterococcus faecium,bacteria,100,506.9456993310038,13,148.102,386.11926322102363,13,1
1,Enterococcus hirae,bacteria,100,501.03571060823305,13,119.174,307.64774629090067,8,0
1,Enterococcus faecalis,bacteria,100,72.23319550053164,3,104.206,204.22294364241216,4,1
1,Enterococcus cecorum,bacteria,6.136475012522113,23.311622184262482,3,151.164,30.534941734315645,2,0
1,Paraprevotella xylaniphila,bacteria,100,718.0636298166486,12,633.018,43.99658271396018,4,0
1,Collinsella aerofaciens,bacteria,100,428.4741824008808,1,79.7998,236.39954891083082,3,0
1,[Clostridium] innocuum,bacteria,100,386.11926322102363,25,292.554,244.60786658134577,8,0
1,Erysipelatoclostridium ramosum,bacteria,100,21.013293236518294,1,108.1,64.02487783001668,2,0
1,Faecalitalea cylindroides,bacteria,100,510.885691812851,37,154.448,60.74155076181069,6,0
1,Alloprevotella sp. E39,bacteria,100,244.93619928816636,14,190.561,183.20965040589388,18,0
1,Flavonifractor plautii,bacteria,100,266.60615793832585,4,191.872,147.09305265562804,10,0
1,[Clostridium] scindens,bacteria,100,248.87619177001355,13,115.581,85.69483648017616,5,0
1,Lachnoclostridium phocaeense,bacteria,100,116.88644362813301,8,139.866,10.178313911438549,2,0
1,Lachnoclostridium sp. YL32,bacteria,100,62.711547002734285,2,94.0282,11.81997744554154,2,0
1,Enterocloster bolteae,bacteria,100,242.63787034042218,15,218.245,68.62153572550505,4,0
1,Weissella cibaria,bacteria,100,200.6112838673856,3,103.83,102.76813723484727,1,0
1,Lachnospira eligens,bacteria,100,112.94645114628582,7,114.813,184.19464852635568,14,0
1,Muribaculum intestinale,bacteria,100,59.7565526413489,5,215.378,159.24136280799019,2,0
1,Hungatella hathewayi,bacteria,100,67.63653760504326,4,181.139,150.37637972383405,11,0
1,Amedibacterium intestinale,bacteria,100,114.25978197356822,4,197.366,17.073300754671113,2,0
1,Faecalibacillus intestinalis,bacteria,100,90.61982708248514,4,191.606,37.101595870727614,2,0
1,Veillonella atypica,bacteria,100,125.42309400546857,1,109.121,93.24648873704993,1,0
1,Veillonella parvula,bacteria,100,92.91815603022933,1,98.2487,62.38321429591368,1,0
1,Petrimonas mucosa,bacteria,100,66.65153948458146,4,504.988,31.51993985477744,3,0
1,Porphyromonas cangingivalis,bacteria,100,18.05829887513291,1,101.065,38.41492669801001,9,0
1,Porphyromonas gingivalis,bacteria,100,37.75826128436881,2,99.5059,12.476642859182737,2,1
1,Streptococcus phage IPP23,viruses,100,52.86156579811633,2,492.906,16.744968047850517,1,0
1,Megasphaera elsdenii,bacteria,100,22.983289477441883,2,102.526,28.236612786571456,4,0
1,Lactococcus lactis,bacteria,19.211231142060445,602.1621843089773,11,120.907,603.1471824294391,16,0
1,Aggregatibacter aphrophilus,bacteria,100,15.103304513747524,1,126.182,18.714964288774105,1,1
1,Selenomonas ruminantium,bacteria,100,17.72996616831231,1,97.3333,24.953285718365475,2,0
1,Escherichia coli,bacteria,2.655968803719511,515.1540170015188,5,95.7696,319.46772373644217,1,1
1,Staphylococcus aureus,bacteria,1.5376120734871568,24.29662030472428,3,128.934,23.311622184262482,4,1
tax_level,name,domain,Z_score,nt_rpm,nt_contigs,nt_alignment_length,nr_rpm,nr_contigs,known_pathogen
1,Faecalibacterium prausnitzii,bacteria,100,77253.31958519542,7100,496.029,72992.13200090667,7529,0
1,uncultured Faecalibacterium sp.,bacteria,100,30.247727455251297,1,1180.3,628.3419672405295,73,0
1,[Eubacterium] rectale,bacteria,100,49263.56939286655,1259,2150.12,77503.72087536621,2147,0
1,Lachnospiraceae bacterium,bacteria,100,35503.348058661664,1015,2023.61,611.1911939411602,54,0
1,Lachnospiraceae bacterium sunii NSJ-8,bacteria,100,1629.3234634400828,105,422.522,157.47528211239077,13,0
1,Lachnospiraceae bacterium oral taxon 500,bacteria,100,394.7796181273004,2,572.625,15.59161209033572,1,0
1,Lachnospiraceae bacterium NSJ-29,bacteria,100,328.3593506224703,27,136.292,33.98971435693187,5,0
1,Lachnospiraceae bacterium NSJ-38,bacteria,100,119.1199163701649,10,200.813,51.76415213991459,3,0
1,Streptococcus salivarius,bacteria,100,57911.30112265035,2334,2142.0,55008.76661591345,2261,0
1,Streptococcus sp. FDAARGOS_192,bacteria,100,6404.4105822263,208,2330.95,667.3209974663688,21,0
1,Streptococcus mutans,bacteria,100,2648.0793974226185,168,198.803,2006.952308268014,159,1
1,Streptococcus thermophilus,bacteria,100,1580.6776337182353,53,2910.34,2234.5898447869154,88,0
1,Streptococcus parasanguinis,bacteria,100,740.6015742909467,43,161.069,2149.771475015489,105,0
1,Streptococcus equinus,bacteria,100,1036.218539523712,61,989.556,193.33598992016292,11,1
1,Streptococcus vestibularis,bacteria,100,198.9489702726838,14,646.613,938.6150478382103,42,0
1,Streptococcus sobrinus,bacteria,100,486.14646497666774,7,135.103,447.7910992344419,4,1
1,Streptococcus oralis,bacteria,100,171.81956523549962,6,470.322,680.7297838640576,20,1
1,Streptococcus suis,bacteria,100,174.31422316995335,8,771.566,509.84571535397805,10,1
1,Streptococcus gordonii,bacteria,100,428.7693324842323,18,997.506,212.0459244285658,17,1
1,Streptococcus anginosus,bacteria,100,321.18720906091585,10,428.051,304.66010024516,16,1
1,Streptococcus sanguinis,bacteria,100,287.197494703984,4,130.652,285.014669011337,12,1
1,Streptococcus agalactiae,bacteria,100,102.59280755440903,11,267.066,327.4238538970501,24,1
1,Streptococcus constellatus,bacteria,100,227.94936876070824,7,161.64,53.94697783256159,3,0
1,Streptococcus mitis,bacteria,100,114.7542649848709,9,645.741,151.5504695180632,12,1
1,Streptococcus canis,bacteria,100,198.01347354726366,8,141.012,11.849625188655148,2,0
1,Streptococcus sp. A12,bacteria,100,146.56115364915576,4,379.33,23.699250377310296,2,0
1,Streptococcus australis,bacteria,100,78.26989269348532,8,188.378,50.20499093088102,6,0
1,Streptococcus intermedius,bacteria,100,63.92560957037645,2,866.654,61.74278387772945,3,0
1,Streptococcus sp. I-G2,bacteria,100,67.35576423025032,6,299.41,23.38741813550358,3,0
1,Streptococcus downei,bacteria,100,10.60229622142829,1,139.087,58.93629370146902,2,0
1,Streptococcus gallolyticus,bacteria,100,33.67788211512516,1,110.97,21.516424684663292,3,0
1,Streptococcus pasteurianus,bacteria,100,33.054217631511726,2,455.897,22.140089168276724,3,0
1,Streptococcus cristatus,bacteria,100,20.58092795924315,1,134.395,26.817572795377437,1,0
1,Streptococcus equi,bacteria,100,32.4305531478983,3,327.984,14.344283123108863,1,1
1,Streptococcus pyogenes,bacteria,100,42.09735264390645,3,174.157,63.30194508676303,1,1
1,Streptococcus dysgalactiae,bacteria,100,19.33359899201629,3,171.244,24.634747102730437,2,1
1,Streptococcus lutetiensis,bacteria,100,24.634747102730437,3,285.49,18.086270024789435,1,0
1,Ruminococcus sp. JE7A12,bacteria,100,6819.459296071037,47,2105.64,218.9062337483135,19,0
1,Ruminococcus sp. SR1/5,bacteria,100,5695.615896599638,584,899.154,203.93828614159122,29,0
1,uncultured Ruminococcus sp.,bacteria,100,27.75306952079758,6,265.862,2897.54519086799,172,0
1,Ruminococcus bicirculans,bacteria,100,1823.2831178438591,23,1889.98,68.91492543928388,7,0
1,Ruminococcus flavefaciens,bacteria,100,108.82945239054332,1,208.0,226.39020755167465,27,0
1,Ruminococcus champanellensis,bacteria,100,184.91651939138163,21,137.251,32.11872090609158,4,0
1,Ruminococcus albus,bacteria,100,63.61377732856974,5,97.0,36.17254004957887,5,0
1,Prevotella copri,bacteria,100,24049.126152617428,2643,322.02,30273.609531321254,3702,0
1,Prevotella intermedia,bacteria,100,182.11002921512122,22,217.32,97.2916594436949,8,1
1,Prevotella denticola,bacteria,100,74.52790579180474,8,220.707,20.269095717436436,2,0
1,Prevotella ruminicola,bacteria,100,73.28057682457788,5,143.566,20.58092795924315,2,0
1,Prevotella melaninogenica,bacteria,100,70.78591889012417,3,122.994,14.032450881302148,1,1
1,Prevotella oris,bacteria,100,44.90384282016687,7,167.264,26.19390831176401,1,0
1,uncultured bacterium,bacteria,100,41360.18122427537,668,647.413,2075.2435692236845,90,0
1,uncultured organism,,100,11076.281228974496,493,902.787,99.78631737814861,14,0
1,Clostridiales bacterium,bacteria,100,1005.658979826654,41,186.429,825.7317763041798,106,0
1,butyrate-producing bacterium SS3/4,bacteria,100,1291.9209778052177,92,294.206,24.634747102730437,4,0
1,uncultured prokaryote,,100,405.07008210692203,18,153.398,95.1088337510479,9,0
1,Candidatus Melainabacteria bacterium MEL.A1,bacteria,100,223.27188513360753,23,149.675,17.462605541176007,1,0
1,Bacteriophage sp.,viruses,100,35.54887556596544,2,117.439,12.78512191407529,2,0
1,Bifidobacterium longum,bacteria,100,14564.436685824403,2173,343.331,13058.286957897972,2106,0
1,Bifidobacterium pseudocatenulatum,bacteria,100,10695.22222948669,1589,428.914,11283.961502017768,1719,0
1,Bifidobacterium catenulatum,bacteria,100,8939.294875873082,1283,396.767,5305.825594341246,820,0
1,Bifidobacterium bifidum,bacteria,100,4739.850075462059,571,186.84,4122.422236684764,526,0
1,Bifidobacterium adolescentis,bacteria,100,708.4828533848552,97,327.13,1128.2090508566928,147,0
1,Bifidobacterium breve,bacteria,100,596.5350785762447,59,503.925,634.5786120766638,83,0
1,Bifidobacterium angulatum,bacteria,100,256.0142705233125,41,271.249,61.11911939411602,11,0
1,Bifidobacterium dentium,bacteria,100,64.23744181218316,6,213.824,238.86349722394323,27,0
1,Bifidobacterium pullorum,bacteria,100,36.7962045331923,7,254.57,29.312230729831153,3,0
1,Bifidobacterium lemurum,bacteria,100,25.882076069957296,2,140.789,19.33359899201629,3,0
1,[Ruminococcus] torques,bacteria,100,16090.231844984657,2432,364.758,8942.101366049343,1125,0
1,[Ruminococcus] gnavus,bacteria,100,2261.095585340486,123,1020.59,2551.0995702207306,246,0
1,Blautia obeum,bacteria,100,9724.176628500582,968,624.378,10329.131177605608,1253,0
1,Blautia sp. SC05B48,bacteria,100,8962.370461766779,1130,293.282,280.64901762604296,44,0
1,Blautia producta,bacteria,100,981.3360649657302,99,174.496,222.02455616638065,31,0
1,Blautia argi,bacteria,100,547.2655843707838,50,316.929,22.140089168276724,2,0
1,Blautia hansenii,bacteria,100,385.11281863129227,51,383.596,156.85161762877735,12,0
1,Ligilactobacillus ruminis,bacteria,100,8600.64506127099,1505,295.44,8692.635572603971,1605,0
1,Ligilactobacillus salivarius,bacteria,100,24.01108261911701,4,115.2,19.02176675020958,1,0
1,Collinsella aerofaciens,bacteria,100,9308.504250172231,1491,252.62,7396.660775655266,1231,0
1,Bacteroides fragilis,bacteria,100,8038.723361535291,736,172.987,6845.0295398991875,654,0
1,Bacteroides ovatus,bacteria,100,2471.5823485600185,97,144.255,2370.8605344564494,111,0
1,Bacteroides thetaiotaomicron,bacteria,100,1082.3697113111057,41,150.779,918.6577843625806,30,0
1,Bacteroides xylanisolvens,bacteria,100,1098.2731556432482,28,632.451,830.7210921730872,47,0
1,Bacteroides caccae,bacteria,100,1066.4662669789632,26,133.286,802.3443581686762,17,0
1,Bacteroides uniformis,bacteria,100,515.4586957064989,22,380.921,667.0091652245621,34,0
1,Bacteroides intestinalis,bacteria,100,19.33359899201629,1,85.9062,71.09775113193088,4,0
1,Bacteroides cellulosilyticus,bacteria,100,21.516424684663292,1,116.932,48.33399748004073,2,0
1,Bacteroides caecimuris,bacteria,100,44.59201057836016,2,127.106,21.516424684663292,1,0
1,Roseburia intestinalis,bacteria,100,10498.144252664848,673,1558.87,4312.016239703246,294,0
1,Roseburia inulinivorans,bacteria,100,63.30194508676303,5,167.122,4453.276245241688,344,0
1,Roseburia hominis,bacteria,100,2745.059224624507,184,415.949,1100.7678135777019,63,0
1,Coprococcus catus,bacteria,100,7444.371108651693,498,1386.92,3656.544867425533,315,0
1,Coprococcus sp. ART55/1,bacteria,100,5884.274402892701,656,207.737,166.8302493665922,23,0
1,Clostridium sporogenes,bacteria,100,2862.9318120274447,429,257.34,54.57064231617502,1,0
1,Clostridium perfringens,bacteria,100,348.6284463399067,13,134.137,124.10923223907233,9,1
1,Clostridium botulinum,bacteria,100,288.1329914294041,27,134.628,52.38781662352802,2,1
1,Clostridium beijerinckii,bacteria,100,133.46419949327375,8,99.0719,38.35536574222587,6,0
1,Clostridium butyricum,bacteria,100,108.51762014873661,4,128.054,35.237043324158726,1,0
1,Clostridium estertheticum,bacteria,100,20.58092795924315,2,87.0476,16.83894105756258,1,0
1,Anaerostipes hadrus,bacteria,100,5805.692677957409,623,352.62,4387.479642220472,501,0
1,Anaerostipes caccae,bacteria,100,114.7542649848709,5,92.6125,26.817572795377437,1,0
1,Lachnospira eligens,bacteria,100,4786.001247249453,403,338.082,4463.254876979503,385,0
1,Anaerobutyricum hallii,bacteria,100,4729.5596114824375,376,705.184,3854.558340972797,400,0
1,Eubacterium limosum,bacteria,100,112.5714392922239,6,131.755,14.032450881302148,2,0
1,Faecalibacillus intestinalis,bacteria,100,4463.56670922131,876,275.879,3236.8186699536955,507,0
1,Veillonella dispar,bacteria,100,4541.836601914795,629,236.872,2331.5696719888037,326,0
1,Veillonella atypica,bacteria,100,3603.5333863183914,432,193.65,2477.507161154346,307,0
1,Veillonella parvula,bacteria,100,1879.7247536108744,158,168.499,2234.2780125451086,205,0
1,Veillonella nakazawae,bacteria,100,1653.6463783010065,199,203.362,154.66879193613033,23,0
1,Veillonella rodentium,bacteria,100,87.00119546407332,4,137.897,59.87179042688916,8,0
1,Clostridioides difficile,bacteria,100,1766.8414820768437,112,353.713,2509.6258820604376,123,1
1,Haemophilus parainfluenzae,bacteria,100,2051.544318846374,148,161.269,1561.6558669680257,127,1
1,Haemophilus influenzae,bacteria,100,24.946579344537152,1,128.451,86.6893632222666,2,1
1,Parabacteroides distasonis,bacteria,100,1999.4683344646528,76,145.118,1544.1932614268496,72,0
1,Longibaculum sp. KGMB06250,bacteria,100,2330.01051077977,232,717.453,146.56115364915576,24,0
1,Phocaeicola vulgatus,bacteria,100,851.3020201323303,44,205.486,1611.5490256571,74,0
1,Phocaeicola dorei,bacteria,100,1302.2114417848393,51,146.908,389.4784700165863,16,0
1,Faecalitalea cylindroides,bacteria,100,1586.2906140707562,112,857.648,382.9299929386453,14,0
1,Olsenella sp. GAM18,bacteria,100,1538.8921133161355,114,152.539,308.71391938864724,25,0
1,Olsenella uli,bacteria,100,20.58092795924315,2,115.837,45.21567506197359,2,0
1,Olsenella sp. oral taxon 807,bacteria,100,19.02176675020958,1,108.698,16.21527657394915,2,0
1,Romboutsia ilealis,bacteria,100,1308.7599188627803,97,217.199,204.25011838339793,14,0
1,Romboutsia sp. CE17,bacteria,100,611.8148584247737,52,220.808,71.09775113193088,6,0
1,Romboutsia hominis,bacteria,100,304.66010024516,31,151.877,15.903444332142435,1,0
1,[Eubacterium] siraeum,bacteria,100,1217.393072013413,30,730.854,248.8421289617581,6,0
1,[Clostridium] cellulosi,bacteria,100,19.957263475629723,1,78.4318,10.290463979621576,1,0
1,Akkermansia muciniphila,bacteria,100,738.106916356493,17,137.356,617.1160065354878,16,0
1,Alistipes shahii,bacteria,100,660.4606881466211,14,133.791,456.8342342468366,11,0
1,Alistipes finegoldii,bacteria,100,339.8971435693187,12,132.622,235.43334256406936,14,0
1,Alistipes onderdonkii,bacteria,100,76.39889924264503,2,167.391,109.76494911596347,4,0
1,[Clostridium] scindens,bacteria,100,857.8504972102713,93,262.269,104.15196876344261,7,0
1,[Clostridium] hylemonae,bacteria,100,335.21965994221796,31,141.346,56.75346800882202,5,0
1,Lachnoclostridium phocaeense,bacteria,100,365.4673873974693,39,136.057,12.161457430461862,3,0
1,Lachnoclostridium sp. YL32,bacteria,100,302.477274552513,29,183.434,10.60229622142829,2,0
1,[Clostridium] innocuum,bacteria,100,722.5153042661573,38,584.795,207.6802730432718,26,0
1,Erysipelatoclostridium ramosum,bacteria,100,205.49744735062478,11,130.196,77.6462282098719,7,0
1,Flavonifractor plautii,bacteria,100,380.7471672459983,40,166.424,456.5224020050299,37,0
1,Enterocloster bolteae,bacteria,100,645.180908298092,19,2838.41,156.53978538697064,11,0
1,Enterocloster clostridioformis,bacteria,100,199.88446699810393,17,155.484,438.12429973843376,38,0
1,Caproiciproducens sp. NJN-50,bacteria,100,40.22635919306616,2,79.977,23.38741813550358,5,0
1,Campylobacter jejuni,bacteria,100,488.95295515292815,3,1234.92,235.12151032226265,3,1
1,Eggerthella lenta,bacteria,100,151.2386372762565,6,116.754,119.1199163701649,10,0
1,Oscillibacter sp. NSJ-62,bacteria,100,533.5449657312884,39,470.519,17.77443778298272,4,0
1,Oscillibacter valericigenes,bacteria,100,92.9260080584009,5,92.5596,13.096954155882004,2,0
1,Turicibacter sanguinis,bacteria,100,100.40998186176203,3,133.597,525.4373274443137,12,0
1,Odoribacter splanchnicus,bacteria,100,345.19829168003287,9,144.915,314.63873198297483,7,0
1,Butyrivibrio hungatei,bacteria,100,568.782009055447,4,166.723,19.957263475629723,1,0
1,Butyrivibrio proteoclasticus,bacteria,100,80.76455062793903,4,112.287,42.09735264390645,5,0
1,Butyrivibrio fibrisolvens,bacteria,100,56.441635767015306,4,92.6515,56.129803525208594,4,0
1,Lacrimispora saccharolytica,bacteria,100,496.1250967144826,55,168.915,36.48437229138558,6,0
1,Ruthenibacterium lactatiformans,bacteria,100,409.435733492216,48,284.132,130.03404483339992,11,0
1,Dysosmobacter welbionis,bacteria,100,480.5334846241469,44,459.908,43.3446816111333,4,0
1,Hungatella hathewayi,bacteria,100,140.9481732966349,7,100.284,339.2734790857053,33,0
